worker,cpu_millicores,cpu_percent,memory_bytes,memory_percent
worker01,144.2411191143503,2.0895975077659434,1842,11
worker01,172.29157180407037,0.7093867898327656,1842,11
worker01,183.84611072255836,-0.3696491774293429,1842,11
worker01,128.50099641089116,0.36520764907110814,1842,11
worker01,196.93677261912615,1.3056541470229823,1842,11
worker01,163.61397765995702,1.7520792117510338,1842,11
worker01,117.52701778251856,0.9149636868513371,1842,11
worker01,233.59693922010882,0.15016338091144632,1842,11
worker01,175.4711158472512,2.4704747560570044,1842,11
worker01,144.0846745732132,1.304670156006632,1842,11
worker01,215.7181757963143,-0.10486590467328849,1842,11
worker01,171.3203627606258,1.551492348153729,1842,11
worker01,153.8304589149194,-0.3351915893712851,1842,11
worker01,83.09608316878939,-0.7510363253111387,1842,11
worker01,186.67896020113454,0.9242000195395534,1842,11
worker01,119.50649786948235,1.2843642020205397,1842,11
worker01,202.2857513104407,2.737747815733286,1842,11
worker01,111.31131956295027,-0.3288929992605638,1842,11
worker01,45.27081937321741,2.151755891022858,1842,11
worker01,227.1433442734102,1.6073292451678798,1842,11
worker01,186.71279523866707,1.4246358575974067,1842,11
worker01,159.21044565929856,0.3054263693345042,1842,11
worker01,150.50215614827715,0.6581150389687531,1842,11
worker01,225.8195517406902,2.4297495311441484,1842,11
worker01,107.01907932575656,-0.1721118717156096,1842,11
worker01,178.47209136797773,1.0685541196324084,1842,11
worker01,122.2818807476773,1.7969681536956452,1842,11
worker01,152.49746727110892,2.391608344810887,1842,11
worker01,125.44936885501585,1.1263264189033373,1842,11
worker01,84.9900644133912,2.227517216988705,1842,11
worker01,104.83824322319221,1.3516388630517535,1842,11
worker01,87.9380639528696,0.5116674528303649,1842,11
worker01,173.1691541963349,0.7169358021892138,1842,11
worker01,148.8208492682679,0.9652865022177203,1842,11
worker01,176.83738108072077,3.3236935392572993,1842,11
worker01,155.94313888617094,-1.7962236027455365,1842,11
worker01,205.11768337440367,1.2087757727975776,1842,11
worker01,137.68039142157716,2.222851692318688,1842,11
worker01,105.71582776870618,1.1397745854102153,1842,11
worker01,158.92078718113092,-0.011086984533589694,1842,11
worker01,169.9879591024055,-0.3836651985174424,1842,11
worker02,89.9702346885343,3.304367999838851,1422,8
worker02,164.3343728461594,1.036870741243556,1422,8
worker02,155.57934084294618,2.226809886623489,1422,8
worker02,76.95574347540443,0.3788986876453633,1422,8
worker02,92.82970887865991,0.23850686495784168,1422,8
worker02,179.54339236908993,0.5673930363077251,1422,8
worker02,126.88840562709882,0.540316423943838,1422,8
worker02,103.15340402363621,0.4118391555364814,1422,8
worker02,162.35081395591945,0.9918665002615914,1422,8
worker02,169.9852302939344,1.2069335407160586,1422,8
worker02,175.66642561877808,1.4836484426030185,1422,8
worker02,166.26574919287194,1.8385688096157935,1422,8
worker02,189.6822429614655,-0.5296757538977082,1422,8
worker02,141.2537914156012,-0.08502901752644632,1422,8
worker02,126.02687381227403,2.73578676221772,1422,8
worker02,179.70729622418042,1.0777837458319683,1422,8
worker02,198.65933771907714,1.4344567298183657,1422,8
worker02,189.13638041173897,0.03719908284745255,1422,8
worker02,146.4038188341498,1.5640588501031774,1422,8
worker02,157.24717787947856,0.5896066059902634,1422,8
worker02,119.47856011502881,1.3646258549382586,1422,8
worker02,129.26583867662578,1.8938218828702291,1422,8
worker02,165.24703396717808,1.9885630042082463,1422,8
worker02,169.67410854941045,-0.7642336814053949,1422,8
worker02,121.46885641995522,0.26926979929922856,1422,8
worker02,171.93168058023744,1.2163726856669586,1422,8
worker02,135.04953628486675,0.5253373630439622,1422,8
worker02,191.68903476001384,-0.1911112923345506,1422,8
worker02,190.05701657289822,-1.2088054575311844,1422,8
worker02,177.92144042828357,0.6938627995016956,1422,8
worker02,95.60137751516282,-0.05248252705095835,1422,8
worker02,82.5821027089291,0.7236083440517018,1422,8
worker02,232.88151723903377,0.6493153954808353,1422,8
worker02,102.44668575599766,0.3846606684936744,1422,8
worker02,125.99126970572192,0.14087153314475942,1422,8
worker02,164.65878893767928,1.2568275292014193,1422,8
worker02,146.04389903398703,0.5555587226258829,1422,8
worker02,202.87194926075247,1.3530584999624373,1422,8
worker02,222.43154962417313,2.65199821096862,1422,8
worker02,146.64179181224264,1.2886177438317792,1422,8
worker02,98.13005263399444,2.375371063036117,1422,8
worker02,107.90804941746077,-0.018790504284913245,1422,8
worker02,150.0579641475095,2.40972423579227,1422,8
worker02,204.54147533858907,-0.8182299951557168,1422,8
worker02,140.20229514161608,1.2060089738194462,1422,8
worker02,193.33531105370602,1.0611602430371292,1422,8
worker02,146.7164811975346,1.6054884715661513,1422,8
worker02,128.97070315441007,0.6597465413815169,1422,8
worker02,37.19889851308045,0.43659369319123675,1422,8
worker02,238.2648500950669,0.8231053232130822,1422,8
worker02,86.56596274833879,1.67150296003152,1422,8
worker02,34.146307262220105,-0.8140918040086798,1422,8
worker02,46.49741078100507,1.831934159266141,1422,8
worker02,147.68204164736596,1.135974774778453,1422,8
worker02,281.06922508622944,1.7533750894831106,1422,8
worker02,151.67714121988857,-0.07012956013941984,1422,8
worker02,179.39143372686436,0.6324846118690755,1422,8
worker02,80.82901259139386,0.6999133792571179,1422,8
worker02,110.9870397890147,0.18124110564811835,1422,8
worker02,139.17817867356703,-0.13345585784492586,1422,8
worker02,197.13368970810856,1.1233581232501466,1422,8
worker02,52.86778390761822,-0.11422159823178402,1422,8
worker02,194.13901068389515,1.8102719293561034,1422,8
worker02,97.55338018311727,1.2509859679575277,1422,8
worker02,152.24500606982153,1.350273397102897,1422,8
worker02,150.3636437047691,0.48688728097412626,1422,8
worker02,169.09328650256268,0.14676999706904492,1422,8
worker02,139.58536673762234,1.3567870435224445,1422,8
worker02,135.2959651946936,1.6344184773207058,1422,8
worker02,29.719428355394427,0.6852825457162373,1422,8
worker02,146.38416027439783,0.5553627630083015,1422,8
worker02,129.85326303916094,1.0098495919684025,1422,8
worker02,141.9658960709954,-0.1543748969797265,1422,8
worker02,178.06525334478468,2.639800240510663,1422,8
worker02,223.8059778767236,0.7836236389619121,1422,8
worker02,146.29064795208825,-0.36209199498150646,1422,8
worker02,108.66014719668482,0.4761478108963867,1422,8
worker02,179.6392496406201,0.20016896777694426,1422,8
worker02,62.672310233064906,2.4893732889689337,1422,8
worker02,149.16287041597016,2.2465706570219037,1422,8
worker02,127.64900040981644,0.4700555760870099,1422,8
worker02,147.18166254175097,2.0760713378606295,1422,8
worker02,112.86568683945063,1.7747891657796373,1422,8
worker02,177.72050849389322,1.4502404779667888,1422,8
worker02,274.91164180759665,-0.010884593967974254,1422,8
worker02,152.0589089931669,0.6366100213168897,1422,8
worker02,137.6629221267112,1.0053947158659993,1422,8
worker02,87.03543984835778,0.8250173686200438,1422,8
worker02,57.57359324795823,-0.2643740357613411,1422,8
worker02,78.971525478563,0.7265498040558975,1422,8
worker02,117.46394548470589,0.7733474279684736,1422,8
worker02,151.50436806368393,0.31462618679145105,1422,8
worker02,130.70863959695632,0.6902115634045317,1422,8
worker02,62.7648240050781,1.4358035077315714,1422,8
worker02,98.22559423294462,1.4366795724213781,1422,8
worker02,102.96027032345994,1.321506340469289,1422,8
worker02,185.2605263519012,2.0308758682092476,1422,8
worker02,167.77738060402467,0.8856189091077564,1422,8
worker02,160.81033292889026,3.6494849573229495,1422,8
worker02,212.03464291664554,2.1754919399858403,1422,8
worker03,118.2882562483891,1.2709256456250189,1367,8
worker03,228.58508192831576,0.23493582135350755,1367,8
worker03,124.82869075910548,1.3578609866747864,1367,8
worker03,98.82157874421563,0.9605400622596504,1367,8
worker03,222.30708000083098,1.9182747357743328,1367,8
worker03,83.13569543999031,2.516946814033038,1367,8
worker03,111.22235697617907,0.6682046392089256,1367,8
worker03,110.55511237349785,0.8589599682693567,1367,8
worker03,73.01514427784538,4.028374782331735,1367,8
worker03,223.08518879248493,1.6710343940829,1367,8
worker03,209.92041406426554,2.7056425804447857,1367,8
worker03,27.759047775930483,-0.00555096952653078,1367,8
worker03,145.24787676844656,1.2683446488455272,1367,8
worker03,105.4138347714172,1.223500150085581,1367,8
worker03,164.48560254178483,1.8282550596318978,1367,8
worker03,220.17632391721475,0.1783278970711576,1367,8
worker03,246.07662044711648,2.1356932676322598,1367,8
worker03,87.84521448243356,-2.288675342753562,1367,8
worker03,106.50041456379452,0.6024814858267133,1367,8
worker03,167.68699537694437,0.9292660569192959,1367,8
worker03,141.426679230833,0.8531477326378549,1367,8
worker03,117.74705542893264,-0.641415437251144,1367,8
worker03,260.7077226493851,-0.8010540840681306,1367,8
worker03,205.8372462976576,1.1017786278662685,1367,8
worker03,119.58444225500142,-0.14384668166246017,1367,8
worker03,124.55796258769938,1.913857856806851,1367,8
worker03,126.18323449303263,1.2336285108863883,1367,8
worker03,196.78925009656717,0.06752800670157111,1367,8
worker03,188.71569714346197,1.3755955714112669,1367,8
worker03,86.53097086415231,-0.20713216733711248,1367,8
worker03,150.45145232844146,2.147687589351796,1367,8
worker03,164.77102378125593,1.340518279211744,1367,8
worker03,144.18054461649305,0.22355534723048553,1367,8
worker03,121.02125287456828,-0.11765528557689708,1367,8
worker03,133.67005193222704,0.4599494954980844,1367,8
worker03,112.23485472762533,0.8909256059030521,1367,8
worker03,212.9103617114382,0.29868672887412406,1367,8
worker03,115.8185348033767,1.6964257219649697,1367,8
worker03,120.36577846259397,1.247526827860145,1367,8
worker03,107.4630745521201,1.5387389886734346,1367,8
worker03,71.30611601701828,2.4053184239486614,1367,8
worker03,92.28585904741124,2.0599014542360523,1367,8
worker03,119.469090105964,1.023281095015058,1367,8
worker03,146.13016949535285,2.633184619293486,1367,8
worker03,117.75265599783165,3.102575638736646,1367,8
worker03,181.3160886698445,0.3330979934443814,1367,8
worker03,108.82180140685927,2.766792043323545,1367,8
worker03,122.79493543104424,1.1048710763930811,1367,8
worker03,195.47967273611556,2.2912112542778282,1367,8
worker03,117.28566626870017,1.4965110126877041,1367,8
worker03,231.23002581158784,-0.6405725246961613,1367,8
worker03,66.34266115201827,1.046516796745198,1367,8
worker03,143.120610194075,0.9232213928373559,1367,8
worker03,190.48961148657162,-0.2454708275404187,1367,8
worker03,130.58333903968511,0.9202182294527501,1367,8
worker03,188.8080582659543,0.08958288385602753,1367,8
worker03,195.993147209249,0.6640995407710748,1367,8
worker03,174.01902008641233,1.8099507057506532,1367,8
worker03,139.4268393489832,1.062192805722158,1367,8
worker03,198.01968718399894,0.4488324554829779,1367,8
worker03,191.09495219646868,1.041195948039211,1367,8
worker03,184.71018163117873,1.4675604378193827,1367,8
worker03,172.66557724027084,0.4861824159996865,1367,8
worker03,198.8424734930333,1.8243543182428485,1367,8
worker03,108.0130104502258,0.787967073760108,1367,8
worker03,172.40367955030428,1.5728429205245642,1367,8
worker03,95.86456062531721,1.470189036831271,1367,8
worker03,9.575671250481918,1.4240895358842593,1367,8
worker03,200.6216699437974,3.56114406798801,1367,8
worker03,235.11985715337576,0.9540776377498604,1367,8
worker03,152.28947383859614,2.2096041998121936,1367,8
worker03,145.83055223927016,0.7756986036487306,1367,8
worker03,81.09570399891606,-0.21559654534023243,1367,8
worker03,171.50734533422707,-0.045060276569827584,1367,8
worker03,138.74656747711586,0.9268766625502659,1367,8
worker03,162.8727481533138,3.4862933063466643,1367,8
worker03,152.16043921930236,0.35021856107344995,1367,8
worker03,119.36605065801058,1.263651640491517,1367,8
worker03,144.46095722583297,0.7195329724420929,1367,8
worker03,126.40226639024314,1.6744089711694594,1367,8
worker03,182.1155044350036,-0.2389174217169685,1367,8
worker03,264.10634966004926,-0.7439519338400002,1367,8
worker03,97.8620962172507,0.46607256408485087,1367,8
worker03,79.05185750980593,-0.20022556154559945,1367,8
worker03,135.01567702067217,2.190506497822366,1367,8
worker03,172.44914319595014,0.7054630205830135,1367,8
worker03,124.31551568659336,0.02133647367977254,1367,8
worker03,190.11541077609905,-0.7579141447189142,1367,8
worker03,176.84649529129817,0.06942512187298544,1367,8
worker03,124.88272104358376,1.7941991442055545,1367,8
worker03,160.77077339093626,0.8930927802169105,1367,8
worker03,158.48287676927063,-0.7039678766943811,1367,8
worker03,105.67511309372794,0.09227985657427362,1367,8
worker03,131.0519195851881,2.4506062051281194,1367,8
worker03,107.30340528521101,0.37302060793805647,1367,8
worker03,188.8944031534743,0.6110671045575643,1367,8
worker03,109.77662204813271,0.00191685975240663,1367,8
worker03,125.91809510457017,0.6407166584001789,1367,8
worker03,193.2099120518487,0.22354075030245057,1367,8
worker03,134.76385020731573,2.078863739283212,1367,8
worker04,77.9912930885051,1.6206902718903866,1637,10
worker04,89.47491038962255,1.1628232321067502,1637,10
worker04,161.55890023071524,0.10022776244549969,1637,10
worker04,113.81614811647366,1.7025837324513748,1637,10
worker04,44.06301605378667,1.0136120921348786,1637,10
worker04,223.06382368701708,1.2069146017546613,1637,10
worker04,169.15398090450128,0.9580143327998839,1637,10
worker04,195.01430043844942,0.5911941569740434,1637,10
worker04,101.64158501862366,1.2296305780175836,1637,10
worker04,85.11784194531646,0.7395687079811648,1637,10
worker04,143.2132890038237,-0.3323816101186985,1637,10
worker04,109.11524061422888,-0.7404055307864994,1637,10
worker04,164.35600316198247,0.7538092732758028,1637,10
worker04,150.6779083255449,1.5411629865485441,1637,10
worker04,113.9666526336591,1.5858365245708357,1637,10
worker04,147.74195997883768,1.2044971466505046,1637,10
worker04,91.7330215778228,1.0403253840821562,1637,10
worker04,191.4735169328611,1.1608022150706345,1637,10
worker04,166.19478549562993,-0.18823066876365813,1637,10
worker04,165.76579261977562,-0.45253655705234563,1637,10
worker04,158.9752025046789,1.493257439218078,1637,10
worker04,206.85407893508616,-0.3624068416245092,1637,10
worker04,190.6464863011104,-0.00911099205138699,1637,10
worker04,180.69304777684408,-0.37617279735846854,1637,10
worker04,215.37475214598985,0.5818980339534032,1637,10
worker04,133.17186118324008,0.2204447275763285,1637,10
worker04,210.32831032737286,-0.5177339592278694,1637,10
worker04,62.45647973625904,-0.38697841333736194,1637,10
worker04,181.85362466884123,1.9173848048921767,1637,10
worker04,34.75251330918681,1.2476091417171429,1637,10
worker04,219.07674652437692,-1.3411293777854962,1637,10
worker04,89.94506738863456,1.0427723122583152,1637,10
worker04,135.20332759527219,2.3455097577225272,1637,10
worker04,220.3866139393297,0.23111682646589238,1637,10
worker04,195.4226678337966,1.627917075686442,1637,10
worker04,148.14987605469338,0.02168095020884131,1637,10
worker04,224.87333274779235,2.126593792035372,1637,10
worker04,166.84271255532866,1.3965304111385035,1637,10
worker04,167.09464055012148,-1.792197308409981,1637,10
worker04,197.16355202857306,1.0738868849594234,1637,10
worker04,209.59185360219814,-0.10778343762664822,1637,10
worker04,244.76318713743436,2.198385711127483,1637,10
worker04,171.23874629725978,0.6996415317916582,1637,10
worker04,156.22751725670403,0.25682570022507334,1637,10
worker04,32.76941214585021,0.10767816473055736,1637,10
worker04,84.36886159871128,1.62254665125907,1637,10
worker04,145.4863217413357,3.0896066681185608,1637,10
worker04,149.93509195139535,1.1088418884250888,1637,10
worker04,118.27101886337321,2.368322447259082,1637,10
worker04,136.87786200509316,1.4376745314198083,1637,10
worker04,135.62696181478728,3.3559559427323897,1637,10
worker04,25.238697807855345,2.774646650589813,1637,10
worker04,243.95704591381883,0.7444657150566385,1637,10
worker04,183.56334810898403,-0.1871996237787843,1637,10
worker04,73.13826090735682,0.7594950686982295,1637,10
worker04,170.0159202901516,1.9844926433781596,1637,10
worker04,190.75524933481506,1.2180888489640993,1637,10
worker04,239.41798850574338,-1.440370608125472,1637,10
worker04,183.4887556245098,2.1377274009846374,1637,10
worker04,179.85820492135474,-0.48388488646190364,1637,10
worker04,122.96539286714903,1.1012549661268112,1637,10
worker04,96.90697699679254,1.6312823927044522,1637,10
worker04,163.4335416988327,0.6203521422584573,1637,10
worker04,57.40717286299217,0.3664529091641271,1637,10
worker04,16.395282679669663,0.4050346956276748,1637,10
worker04,126.21527804238217,0.6432358307476274,1637,10
worker04,66.75387042490401,0.4682121499211187,1637,10
worker04,214.54538138633802,1.1227445040637385,1637,10
worker04,147.00197008899818,0.8728451473372483,1637,10
worker04,138.80272520784422,-0.17573037855022156,1637,10
worker04,189.78881258278267,1.5269468141119804,1637,10
worker04,138.39025979121422,0.9331311979324113,1637,10
worker04,92.54667760590985,3.2184840874724854,1637,10
worker04,41.88482312092185,0.8966834038153919,1637,10
worker04,142.66942624271866,2.793780217596967,1637,10
worker04,147.71586539842747,1.4646361932311152,1637,10
worker04,161.9502937145719,0.9369220516831879,1637,10
worker04,111.73282739391205,1.1447602578027767,1637,10
worker04,125.51250528849913,0.9134891465121695,1637,10
worker04,180.1953066709581,2.171999850994374,1637,10
worker04,70.94037787214572,1.7502441301394382,1637,10
worker04,254.1149820800986,2.7631006271346394,1637,10
worker04,119.09465400339113,1.1796388062015648,1637,10
worker04,226.8432340045071,-0.2722593995516731,1637,10
worker04,252.29158423358484,1.25890690330142,1637,10
worker04,166.96024899874146,2.372517965072416,1637,10
worker04,216.23594434983443,-0.15354194592640447,1637,10
worker04,154.8740812256743,0.7316361322678091,1637,10
worker04,52.08068716953116,-0.42725325980323503,1637,10
worker04,188.0329710553746,1.1340524339795268,1637,10
worker04,113.01775381268428,1.6596464035121337,1637,10
worker04,142.80477739181936,1.5889876258241502,1637,10
worker04,163.65988920592076,2.128987874134409,1637,10
worker04,195.36892398476184,0.09465443827321418,1637,10
worker04,146.62922577521616,0.43577325654897237,1637,10
worker04,203.33638108602017,-0.4657316767891815,1637,10
worker04,128.62495487582495,-0.10239025472428032,1637,10
worker04,216.70176944669885,1.822123215406211,1637,10
worker04,98.26831166982942,0.7211824600810299,1637,10
worker04,107.10962646401842,0.1368726142749226,1637,10
worker06,571.9900409396208,2.71860738050462,3218,5
worker06,399.3343576665445,2.489716874879176,3218,5
worker06,458.6689740307404,3.2491418608227636,3218,5
worker06,522.4415973503312,3.2937679430619724,3218,5
worker06,510.94972423113796,2.404997990328346,3218,5
worker06,508.0783455149266,2.609199550421838,3218,5
worker06,523.3523804294726,1.9409369848429796,3218,5
worker06,479.25181514239637,2.539847934103231,3218,5
worker06,551.4292581024818,3.9908713100845477,3218,5
worker06,584.9859838288987,4.201399174297441,3218,5
worker06,342.62938917513867,2.6368876416390097,3218,5
worker06,514.2635459078266,4.349263215295713,3218,5
worker06,512.3632168459178,3.040022605132435,3218,5
worker06,583.4003464166951,4.2245422959673675,3218,5
worker06,501.1317813647545,2.9273662460606484,3218,5
worker06,502.5747359941534,3.0700061868389446,3218,5
worker06,562.0569466823451,2.899688912057192,3218,5
worker06,459.6855987773636,1.9253510880835347,3218,5
worker06,451.2800616779431,3.401833788714099,3218,5
worker06,464.38385077862455,3.266436359902894,3218,5
worker06,397.5872000913333,2.932859389194525,3218,5
worker06,514.9612891440004,2.428389601082763,3218,5
worker06,500.38082344535974,2.084818955104716,3218,5
worker06,503.6076339482272,3.427105278699015,3218,5
worker06,502.54265615607375,2.871565112771027,3218,5
worker06,427.88707404744827,4.993332520547514,3218,5
worker06,464.95499041656745,4.171028973648877,3218,5
worker06,499.62758508272213,4.228185519908217,3218,5
worker06,449.1529616648463,2.653373547745784,3218,5
worker06,563.5405353780843,5.0312693034155425,3218,5
worker06,432.1196594290792,1.8575971888019338,3218,5
worker06,557.3221438538379,3.1489308859422716,3218,5
worker06,457.5375855456982,4.2479688045281065,3218,5
worker06,486.2298675211506,3.30475568541844,3218,5
worker06,439.45675252391834,4.253122303789939,3218,5
worker06,508.858078498089,3.1329492678794564,3218,5
worker06,457.1067074656603,3.4046788632065548,3218,5
worker06,462.29136794132853,4.055310641458461,3218,5
worker06,514.3927921783903,3.408739142933155,3218,5
worker06,429.9016122651775,2.7061138404837446,3218,5
worker06,465.1150156126016,3.751935257224807,3218,5
worker06,476.1234861421125,3.591686960135463,3218,5
worker06,531.6009924244167,2.1695906677409917,3218,5
worker06,428.86755178170796,4.276765446757951,3218,5
worker06,531.6549035183903,3.1112499141910845,3218,5
worker06,494.69336542095533,4.295925022397484,3218,5
